   1024				594.1
   525312			6487.2
   1049600			6426.6
   1573888			6449.9
   2098176			6505.1
   2622464			6421.6
   3146752			6274.5
   3671040			6548.7
   4195328			6546.0
   4719616			6553.0
   5243904			6554.6
   5768192			6547.7
   6292480			6557.2
   6816768			6553.8
   7341056			6555.3
   7865344			6542.5
   8389632			6568.1
   8913920			6537.9
   9438208			6571.5
   9962496			6568.4
   10486784			6513.7
   11011072			6470.1
   11535360			6541.8
   12059648			6541.5
   12583936			6416.9
   13108224			6549.0
   13632512			6566.8
   14156800			6579.8
   14681088			6576.2
   15205376			6577.0
   15729664			6560.7
   16253952			6553.0
   16778240			6522.5
   17302528			6556.8
   17826816			6561.1
   18351104			6581.0
   18875392			6534.0
   19399680			6566.8
   19923968			6570.0
   20448256			6514.1
   20972544			6549.0
   21496832			6504.7
   22021120			6541.8
   22545408			6541.5
   23069696			6572.6
   23593984			6502.2
   24118272			6546.8
   24642560			6578.4
   25166848			6574.1
   25691136			6378.4
   26215424			6580.2
   26739712			6577.8
   27264000			6578.9
   27788288			6584.9
   28312576			6473.7
   28836864			6574.8
   29361152			6584.5
   29885440			6581.6
   30409728			6580.9
   30934016			6574.5
   31458304			6573.6
   31982592			6580.6
   32506880			6581.7
   33031168			6582.1
   33555456			6580.5
   34079744			6583.4
   34604032			6455.0
   35128320			6578.4
   35652608			6585.7
   36176896			6318.7
   36701184			6455.9
   37225472			6582.2
   37749760			6449.4
   38274048			6585.9
   38798336			6554.6
   39322624			6584.5
   39846912			6397.8
   40371200			6563.0
   40895488			6586.5
   41419776			6580.2
   41944064			6469.6
   42468352			6584.4
   42992640			6586.7
   43516928			6470.5
   44041216			6583.5
   44565504			6569.7
   45089792			6408.7
   45614080			6586.1
   46138368			6558.9
   46662656			6477.5
   47186944			6581.7
   47711232			6476.0
   48235520			6581.1
   48759808			6568.1
   49284096			6582.7
   49808384			6494.2
   50332672			6567.1
   50856960			6490.0
   51381248			6577.0
   51905536			6584.8
   52429824			6531.5
   52954112			6585.2
   53478400			6457.1
   54002688			6572.8
   54526976			6581.6
   55051264			6582.9
   55575552			6580.4
   56099840			6523.0
   56624128			6585.9
   57148416			6507.5
   57672704			6564.7
   58196992			6570.5
   58721280			6580.6
   59245568			6575.1
   59769856			6580.9
   60294144			6572.7
   60818432			6535.1
   61342720			6575.4
   61867008			6500.6
   62391296			6583.6
   62915584			6507.8
   63439872			6583.0
   63964160			6579.7
   64488448			6519.4
   65012736			6574.5
   65537024			6567.6
   66061312			6578.5
   66585600			6559.8
