   1024				0.3
   525312			4160.6
   1049600			4260.2
   1573888			4650.5
   2098176			5049.3
   2622464			5214.8
   3146752			4991.9
   3671040			5210.8
   4195328			5213.1
   4719616			5212.0
   5243904			5204.8
   5768192			5185.5
   6292480			4722.9
   6816768			5266.6
   7341056			5215.3
   7865344			5091.5
   8389632			5303.3
   8913920			5312.5
   9438208			5325.9
   9962496			5339.2
   10486784			5310.6
   11011072			5223.5
   11535360			5278.1
   12059648			5250.1
   12583936			5220.5
   13108224			5238.2
   13632512			5249.0
   14156800			5269.1
   14681088			5223.3
   15205376			5306.6
   15729664			5293.1
   16253952			5101.7
   16778240			4972.4
   17302528			5007.0
   17826816			5117.3
   18351104			5162.0
   18875392			5012.4
   19399680			5115.8
   19923968			4548.0
   20448256			4690.0
   20972544			4984.9
   21496832			4778.2
   22021120			4951.9
   22545408			3778.4
   23069696			4717.0
   23593984			5016.0
   24118272			5052.8
   24642560			4545.0
   25166848			5013.2
   25691136			4955.7
   26215424			4928.5
   26739712			4633.3
   27264000			2398.7
   27788288			4143.8
   28312576			4189.4
   28836864			2495.9
   29361152			2757.7
   29885440			2809.5
   30409728			5037.5
   30934016			3145.8
   31458304			5017.8
   31982592			3670.5
   32506880			4974.1
   33031168			4892.2
   33555456			2393.5
   34079744			4935.1
   34604032			3281.4
   35128320			5053.0
   35652608			4966.8
   36176896			3171.0
   36701184			3982.7
   37225472			4777.4
   37749760			4947.7
   38274048			2748.0
   38798336			4902.2
   39322624			4520.7
   39846912			5000.2
   40371200			4292.4
   40895488			4947.2
   41419776			4978.6
   41944064			4733.8
   42468352			5031.3
   42992640			3508.5
   43516928			2665.8
   44041216			5017.5
   44565504			2803.1
   45089792			4874.1
   45614080			4991.0
   46138368			4443.9
   46662656			4637.0
   47186944			5040.4
   47711232			4679.7
   48235520			5033.9
   48759808			4610.0
   49284096			5017.0
   49808384			2458.9
   50332672			2485.9
   50856960			4191.6
   51381248			3723.5
   51905536			3256.3
   52429824			5007.7
   52954112			4950.8
   53478400			5048.0
   54002688			4938.6
   54526976			5044.4
   55051264			2998.7
   55575552			4952.1
   56099840			4999.5
   56624128			4277.6
   57148416			5033.9
   57672704			4038.3
   58196992			2598.2
   58721280			4657.6
   59245568			4910.3
   59769856			2329.4
   60294144			2803.7
   60818432			4916.4
   61342720			4071.7
   61867008			2937.7
   62391296			3956.6
   62915584			4649.0
   63439872			5001.3
   63964160			5023.9
   64488448			5046.4
   65012736			2768.7
   65537024			5020.8
   66061312			4989.5
   66585600			4817.9

