   1024				723.4
   525312			122844.8
   1049600			80148.3
   1573888			86738.1
   2098176			88069.9
   2622464			90018.8
   3146752			90060.3
   3671040			91137.9
   4195328			91788.5
   4719616			92657.4
   5243904			92388.8
   5768192			92718.8
   6292480			93271.1
   6816768			93162.2
   7341056			93260.9
   7865344			93993.5
   8389632			93913.3
   8913920			94097.5
   9438208			94035.7
   9962496			94032.7
   10486784			94205.8
   11011072			94152.8
   11535360			94115.9
   12059648			94567.0
   12583936			94495.9
   13108224			94148.3
   13632512			94562.2
   14156800			94587.1
   14681088			94657.2
   15205376			94614.3
   15729664			94726.5
   16253952			94993.3
   16778240			94723.2
   17302528			94903.1
   17826816			94919.5
   18351104			95098.7
   18875392			95038.2
   19399680			94745.5
   19923968			94910.7
   20448256			95025.3
   20972544			94976.3
   21496832			94888.6
   22021120			95180.5
   22545408			95139.0
   23069696			94994.3
   23593984			95299.0
   24118272			95200.3
   24642560			95327.2
   25166848			95188.9
   25691136			95361.2
   26215424			95249.2
   26739712			95373.6
   27264000			95270.6
   27788288			95321.9
   28312576			95306.1
   28836864			95378.8
   29361152			95378.8
   29885440			95361.4
   30409728			95327.9
   30934016			95345.1
   31458304			95410.1
   31982592			95376.1
   32506880			95385.3
   33031168			95500.9
   33555456			95407.4
   34079744			95387.7
   34604032			95340.7
   35128320			95410.8
   35652608			95435.5
   36176896			95463.6
   36701184			95516.1
   37225472			95536.7
   37749760			95483.0
   38274048			95412.2
   38798336			95376.4
   39322624			95559.9
   39846912			95485.1
   40371200			95483.4
   40895488			95370.4
   41419776			95511.8
   41944064			95474.1
   42468352			95544.8
   42992640			95493.4
   43516928			95597.2
   44041216			95523.9
   44565504			95527.6
   45089792			95541.8
   45614080			95582.6
   46138368			95446.2
   46662656			95587.3
   47186944			95518.4
   47711232			95429.0
   48235520			95578.7
   48759808			95566.7
   49284096			95606.7
   49808384			95632.8
   50332672			95522.8
   50856960			95601.4
   51381248			95621.0
   51905536			95576.4
   52429824			95626.2
   52954112			95633.9
   53478400			95640.1
   54002688			95577.9
   54526976			95575.2
   55051264			95666.7
   55575552			95669.9
   56099840			95636.7
   56624128			95632.5
   57148416			95673.7
   57672704			95673.9
   58196992			95670.5
   58721280			95624.5
   59245568			95626.9
   59769856			95663.0
   60294144			95676.2
   60818432			95655.0
   61342720			95663.8
   61867008			95678.6
   62391296			95691.7
   62915584			95636.2
   63439872			95691.5
   63964160			95614.2
   64488448			95596.5
   65012736			95683.5
   65537024			95690.5
   66061312			95654.9
   66585600			95642.8
